Episode,Train_Reward,Train_Loss,Train_Accuracy,Learning_Rate,Episode_Length,Val_Accuracy,Val_Reward
285,12473,0.011974022545082995,0.9860494115813265,3.9701909550871155e-05,12831,0.9717786561264822,11936
286,12512,0.011847625157749049,0.9858651755203479,3.9398597333005634e-05,12876,0.9722739981360671,12162
287,12563,0.011915006052385737,0.9861465830818048,3.909572337950878e-05,12921,0.9722739981360671,12162
288,12636,0.011733300037800105,0.9872744099953725,3.879329964732563e-05,12966,0.9722739981360671,12162
289,12676,0.011822382456146262,0.9870888410697818,3.849133807562733e-05,13012,0.9722739981360671,12162
290,12731,0.011855638453743607,0.987516274795129,3.8189850585339694e-05,13057,0.9722739981360671,12162
291,12764,0.012034122218739911,0.9871012059227599,3.7888849078672586e-05,13102,0.9715310639597008,12356
292,12815,0.012666101719777967,0.9873735452955047,3.7588345438650097e-05,13147,0.9715310639597008,12356
293,12844,0.011932067964180825,0.9868101879927229,3.7288351528641414e-05,13192,0.9715310639597008,12356
294,12893,0.012085127557920966,0.9870061192113017,3.698887919189239e-05,13237,0.9715310639597008,12356
295,12859,0.012082066527840687,0.9840397500564632,3.668994025105814e-05,13283,0.9715310639597008,12356
296,12960,0.01228972956474123,0.9861944777911165,3.639154650773618e-05,13328,0.9723889555822329,12592
297,13015,0.012102452593554079,0.9866148209077993,3.6093709742000544e-05,13373,0.9723889555822329,12592
298,13106,0.012012018303305382,0.9883738262036071,3.579644171193677e-05,13418,0.9723889555822329,12592
299,13103,0.011901117805575213,0.9866300230260715,3.54997541531777e-05,13463,0.9723889555822329,12592
300,13179,0.012016535958868643,0.9877859204974462,3.5203658778440106e-05,13509,0.9723889555822329,12592
301,13192,0.011926875298013812,0.9866460085583592,3.490816727706241e-05,13554,0.9720377748266195,12796
302,13271,0.012437022204884587,0.9879402897271858,3.4613291314543135e-05,13599,0.9720377748266195,12796
303,13242,0.011629785247580116,0.9852682497801232,3.431904253208036e-05,13644,0.9720377748266195,12796
304,13351,0.011619078853069353,0.9876543209876543,3.402543254611217e-05,13689,0.9720377748266195,12796
305,13356,0.011471591063749387,0.9862385321100917,3.3732472947858084e-05,13734,0.9720377748266195,12796
306,13418,0.011414534500759523,0.9868650217706821,3.344017530286141e-05,13780,0.9725689404934688,13024
307,13471,0.011508413940587268,0.9871971066907775,3.314855115053268e-05,13825,0.9725689404934688,13024
308,13534,0.011475732142512607,0.98788752703677,3.2857612003694095e-05,13870,0.9725689404934688,13024
309,13541,0.011561917857015307,0.9865612648221344,3.256736934812499e-05,13915,0.9725689404934688,13024
310,13604,0.011562090121747666,0.9872492836676218,3.227783464210844e-05,13960,0.9725689404934688,13024
311,13646,0.011454485732169405,0.9871483649864344,3.1989019315978885e-05,14006,0.9724403826931315,13234
